oktmo;name;short_name;population;share;region;capital;status;lat;lon
82623000;Кайтагский муниципальный район;Кайтагский район;32372;2;Республика Дагестан;82701000;rural;42.0603;47.8431
82624000;Каякентский муниципальный район;Каякентский район;54186;2;Республика Дагестан;82701000;rural;42.3384;47.8586
82626000;Кизилюртовский муниципальный район;Кизилюртовский район;67871;1;Республика Дагестан;82701000;rural;43.2778;46.872
82627000;Кизлярский муниципальный район;Кизлярский район;71121;3;Республика Дагестан;82701000;rural;44.0365;46.9824
82629000;Кулинский муниципальный район;Кулинский район;11239;2;Республика Дагестан;82701000;rural;41.9457;47.2129
82630000;Курахский муниципальный район;Курахский район;15139;2;Республика Дагестан;82701000;rural;41.5762;47.739
82632000;Лакский муниципальный район;Лакский район;11984;4;Республика Дагестан;82701000;rural;42.0901;47.0628
82634000;Левашинский муниципальный район;Левашинский район;74044;1;Республика Дагестан;82701000;rural;42.4299;47.3128
82635000;Карабудахкентский муниципальный район;Карабудахкентский район;79161;1;Республика Дагестан;82701000;rural;42.6294;47.559
82636000;Кумторкалинский муниципальный район;Кумторкалинский район;26068;1;Республика Дагестан;82701000;rural;43.196;47.2684
82637000;Магарамкентский муниципальный район;Магарамкентский район;62081;2;Республика Дагестан;82701000;rural;41.7513;48.4477
82639000;Новолакский муниципальный район;Новолакский район;32367;1;Республика Дагестан;82701000;rural;43.2186;46.4702
82640000;Ногайский муниципальный район;Ногайский район;20148;9;Республика Дагестан;82701000;rural;44.4724;46.0164
82642000;Рутульский муниципальный район;Рутульский район;21804;1;Республика Дагестан;82701000;rural;41.7393;47.1264
82644000;Сергокалинский муниципальный район;Сергокалинский район;27884;2;Республика Дагестан;82701000;rural;42.4179;47.627
82646000;Шамильский муниципальный район;Шамильский район;28767;1;Республика Дагестан;82701000;rural;42.3855;46.446
82647000;Сулейман-Стальский муниципальный район;Сулейман-Стальский район;57374;3;Республика Дагестан;82701000;rural;41.628;48.1293
82648000;Табасаранский муниципальный район;Табасаранский район;50486;2;Республика Дагестан;82701000;rural;41.914;47.9908
82649000;Тарумовский муниципальный район;Тарумовский район;32507;4;Республика Дагестан;82701000;rural;44.2544;46.5831
82651000;Тляратинский муниципальный район;Тляратинский район;22882;1;Республика Дагестан;82701000;rural;42.0357;46.5141
82653000;Унцукульский муниципальный район;Унцукульский район;30297;1;Республика Дагестан;82701000;rural;42.6512;46.9277
82654000;Хасавюртовский муниципальный район;Хасавюртовский район;149293;1;Республика Дагестан;82701000;rural;43.4247;46.5565
82655000;Хивский муниципальный район;Хивский район;21532;2;Республика Дагестан;82701000;rural;41.7748;47.9827
82656000;Хунзахский муниципальный район;Хунзахский район;31908;2;Республика Дагестан;82701000;rural;42.5922;46.5308
82657000;Цумадинский муниципальный район;Цумадинский район;24500;1;Республика Дагестан;82701000;rural;42.4626;46.0546
82658000;Цунтинский муниципальный район;Цунтинский район;19093;1;Республика Дагестан;82701000;rural;42.1867;45.8924
82659000;Чародинский муниципальный район;Чародинский район;12149;1;Республика Дагестан;82701000;rural;42.0276;46.8261
82701000;Городской округ город Махачкала;Махачкала;710880;35;Республика Дагестан;82701000;regcenter;42.907;47.5731
82705000;Городской округ город Буйнакск;Буйнакск;63312;19;Республика Дагестан;82701000;urban;42.8188;47.1129
82708000;Городской округ город Дагестанские Огни;Дагестанские Огни;28669;34;Республика Дагестан;82701000;urban;42.1158;48.1929
82710000;Городской округ город Дербент;Дербент;121251;32;Республика Дагестан;82701000;urban;42.0379;48.3107
82715000;Городской округ город Избербаш;Избербаш;56914;20;Республика Дагестан;82701000;urban;42.5534;47.873
82720000;Городской округ город Каспийск;Каспийск;107329;19;Республика Дагестан;82701000;urban;42.8749;47.6437
82725000;Городской округ город Кизилюрт;Кизилюрт;45625;21;Республика Дагестан;82701000;urban;43.2068;46.906
82730000;Городской округ город Кизляр;Кизляр;50751;39;Республика Дагестан;82701000;urban;43.8359;46.7314
82735000;Городской округ город Хасавюрт;Хасавюрт;136789;20;Республика Дагестан;82701000;urban;43.2738;46.5913
82738000;Городской округ город Южно-Сухокумск;Южно-Сухокумск;10359;6;Республика Дагестан;82701000;urban;44.6593;45.6457
83610000;Баксанский муниципальный район;Баксанский район;62269;3;Кабардино-Балкарская Республика;83701000;rural;43.6992;43.3382
83615000;Зольский муниципальный район;Зольский район;49427;3;Кабардино-Балкарская Республика;83701000;rural;43.7619;43.0937
83618000;Лескенский муниципальный район;Лескенский район;28745;2;Кабардино-Балкарская Республика;83701000;rural;43.3647;43.9105
83620000;Майский муниципальный район;Майский район;38518;18;Кабардино-Балкарская Республика;83701000;rural;43.6441;44.0654
83625000;Прохладненский муниципальный район;Прохладненский район;45205;5;Кабардино-Балкарская Республика;83701000;rural;43.8528;44.1424
83630000;Черекский муниципальный район;Черекский район;27438;2;Кабардино-Балкарская Республика;83701000;rural;43.2164;43.4343
83635000;Терский муниципальный район;Терский район;50806;11;Кабардино-Балкарская Республика;83701000;rural;43.5779;44.3081
83640000;Урванский муниципальный район;Урванский район;72579;11;Кабардино-Балкарская Республика;83701000;rural;43.4326;43.8287
83645000;Чегемский муниципальный район;Чегемский район;68970;8;Кабардино-Балкарская Республика;83701000;rural;43.4224;43.3475
83648000;Эльбрусский муниципальный район;Эльбрусский район;35882;11;Кабардино-Балкарская Республика;83701000;rural;43.4086;42.8666
83701000;Городской округ город Нальчик;Нальчик;264812;50;Кабардино-Балкарская Республика;83701000;regcenter;43.4972;43.5861
83703000;Городской округ город Баксан;Баксан;57876;16;Кабардино-Балкарская Республика;83701000;urban;43.6831;43.5449
83710000;Городской округ город Прохладный;Прохладный;58182;37;Кабардино-Балкарская Республика;83701000;urban;43.7591;44.0297
84610000;Кош-Агачский муниципальный район;Кош-Агачский район;18765;19;Республика Алтай;84701000;rural;49.7127;87.4868
84615000;Майминский муниципальный район;Майминский район;31113;10;Республика Алтай;84701000;rural;51.7614;86.1242
84620000;Онгудайский муниципальный район;Онгудайский район;14442;15;Республика Алтай;84701000;rural;50.6437;86.7634
84625000;Турочакский муниципальный район;Турочакский район;12366;21;Республика Алтай;84701000;rural;52.0043;87.4795
84630000;Улаганский муниципальный район;Улаганский район;11361;13;Республика Алтай;84701000;rural;50.7878;88.3567
84635000;Усть-Канский муниципальный район;Усть-Канский район;14590;13;Республика Алтай;84701000;rural;51.108;84.7009
84640000;Усть-Коксинский муниципальный район;Усть-Коксинский район;16585;12;Республика Алтай;84701000;rural;50.0217;85.7603
84643000;Чемальский муниципальный район;Чемальский район;10027;16;Республика Алтай;84701000;rural;51.4765;86.1517
84645000;Чойский муниципальный район;Чойский район;8525;13;Республика Алтай;84701000;rural;51.6903;86.6786
84650000;Шебалинский муниципальный район;Шебалинский район;13620;13;Республика Алтай;84701000;rural;51.3468;85.4851
84701000;Городской округ город Горно-Алтайск;Горно-Алтайск;62309;94;Республика Алтай;84701000;regcenter;51.9445;85.9684
85605000;Городовиковский муниципальный район;Городовиковский район;15979;27;Республика Калмыкия;85701000;rural;46.0665;41.9811
85610000;Ики-Бурульский муниципальный район;Ики-Бурульский район;10565;18;Республика Калмыкия;85701000;rural;45.7867;44.6126
85615000;Лаганский мунципальный район;Лаганский район;18676;37;Республика Калмыкия;85701000;rural;45.2769;47.0343
85620000;Малодербетовский муниципальный район;Малодербетовский район;10132;21;Республика Калмыкия;85701000;rural;47.8398;44.9473
85623000;Октябрский муниципальный район;Октябрьский район;8767;22;Республика Калмыкия;85701000;rural;47.5656;45.4732
85625000;Кетченеровский муниципальный район;Кетченеровский район;9766;33;Республика Калмыкия;85701000;rural;47.1575;44.9481
85628000;Приютненский муниципальный район;Приютненский район;10997;11;Республика Калмыкия;85701000;rural;46.124;44.0156
85632000;Сарпинский муниципальный район;Сарпинский район;12790;14;Республика Калмыкия;85701000;rural;47.5588;43.8964
85637000;Целинный муниципальный район;Целинный район;20481;11;Республика Калмыкия;85701000;rural;46.6082;44.4341
85642000;Черноземельский муниципальный район;Черноземельский район;12653;22;Республика Калмыкия;85701000;rural;45.5064;45.955
85646000;Юстинский муниципальный район;Юстинский район;10069;31;Республика Калмыкия;85701000;rural;47.0785;46.2482
85650000;Яшалтинский муниципальный район;Яшалтинский район;16022;11;Республика Калмыкия;85701000;rural;46.2888;42.393
85654000;Яшкульский муниципальный район;Яшкульский район;14707;26;Республика Калмыкия;85701000;rural;46.4029;45.5466
85701000;Городской округ город Элиста;Элиста;108960;93;Республика Калмыкия;85701000;regcenter;46.3327;44.2669
86604000;Беломорский муниципальный район;Беломорский район;17261;75;Республика Карелия;86701000;rural;64.4878;33.9435
86609000;Калевальский муниципальный район;Калевальский район;7273;62;Республика Карелия;86701000;rural;65.0573;31.5901
86610000;Сортавальский муниципальный район;Сортавала;31421;69;Республика Карелия;86701000;rural;61.8328;30.4462
86612000;Кемский муниципальный район;Кемский район;16105;80;Республика Карелия;86701000;rural;65.1253;33.6615
86615000;Кондопожский муниципальный район;Кондопожский район;38445;75;Республика Карелия;86701000;rural;62.494;33.9255
86618000;Лахденпохский муниципальный район;Лахденпохский район;13621;52;Республика Карелия;86701000;rural;61.3987;29.7384
86621000;Лоухский муниципальный район;Лоухский;12431;64;Республика Карелия;86701000;rural;65.9116;32.8271
86624000;Медвежьегорский муниципальный район;Медвежьегорский район;29202;66;Республика Карелия;86701000;rural;62.9666;35.5246
86627000;Муезерский муниципальный район;Муезерский;10847;50;Республика Карелия;86701000;rural;63.9064;31.4609
86630000;Олонецкий муниципальный район;Олонецкий район;21373;64;Республика Карелия;86701000;rural;61.1322;33.0173
86633000;Питкярантский муниципальный район;Питкярантский район;18490;66;Республика Карелия;86701000;rural;61.4805;31.9497
86636000;Прионежский муниципальный район;Прионежский район;21615;16;Республика Карелия;86701000;rural;61.4665;34.3206
86639000;Пряжинский муниципальный район;Пряжинский;14501;34;Республика Карелия;86701000;rural;61.7759;33.41
86642000;Пудожский муниципальный район;Пудожский район;19275;64;Республика Карелия;86701000;rural;62.1242;36.606
86645000;Сегежский муниципальный район;Сегежский район;38472;75;Республика Карелия;86701000;rural;63.6689;34.4267
86650000;Суоярвский муниципальный район;Суоярвский район;16944;65;Республика Карелия;86701000;rural;62.304;32.1068
86701000;Городской округ город Петрозаводск;Петрозаводск;275346;100;Республика Карелия;86701000;regcenter;61.8002;34.3279
86706000;Городской округ город Костомукша;Костомукша;29911;75;Республика Карелия;86701000;urban;64.9449;29.9936
87602000;Вуктыл муниципальный район;Вуктыл район;12728;70;Республика Коми;87701000;rural;64.0512;58.4411
87604000;Ижемский муниципальный район;Ижемский район;17634;36;Республика Коми;87701000;rural;65.6314;54.1024
87608000;Княжпогостский муниципальный район;Княжпогостский район;20572;52;Республика Коми;87701000;rural;63.1602;51.6208
87612000;Койгородский муниципальный район;Койгородский район;7766;33;Республика Коми;87701000;rural;60.4874;51.1564
87616000;Корткеросский муниципальный район;Корткеросский район;18954;27;Республика Коми;87701000;rural;62.2057;52.194
87620000;Печора муниципальный район;Печора район;53484;67;Республика Коми;87701000;rural;64.9617;55.9377
87624000;Прилузский муниципальный район;Прилузский район;18677;38;Республика Коми;87701000;rural;60.0484;49.3444
87626000;Сосногорск муниципальный район;Сосногорск район;44720;62;Республика Коми;87701000;rural;63.8573;54.9093
87628000;Сыктывдинский муниципальный район;Сыктывдинский район;23936;11;Республика Коми;87701000;rural;61.7256;50.1172
87632000;Сысольский муниципальный район;Сысольский район;13316;33;Республика Коми;87701000;rural;61.0137;49.8669
87636000;Троицко-Печорский муниципальный район;Троицко-Печорский район;12042;53;Республика Коми;87701000;rural;62.3214;57.7388
87640000;Удорский муниципальный район;Удорский район;18549;45;Республика Коми;87701000;rural;63.6176;48.5281
87644000;Усть-Вымский муниципальный район;Усть-Вымский район;27016;50;Республика Коми;87701000;rural;62.1986;49.8055
87648000;Усть-Куломский муниципальный район;Усть-Куломский район;25223;33;Республика Коми;87701000;rural;61.6473;54.4073
87652000;Усть-Цилемский муниципальный район;Усть-Цилемский район;11898;43;Республика Коми;87701000;rural;65.7317;51.2506
87701000;Городской округ Сыктывкар;Сыктывкар;258708;94;Республика Коми;87701000;regcenter;61.7597;50.7754
87710000;Городской округ Воркута;Воркута;82953;85;Республика Коми;87701000;urban;67.2683;64.0552
87715000;Городской округ Инта;Инта;30512;76;Республика Коми;87701000;urban;66.217;60.6248
87723000;Городской округ Усинск;Усинск;45221;73;Республика Коми;87701000;urban;66.3614;56.5831
87725000;Городской округ Ухта;Ухта;120515;81;Республика Коми;87701000;urban;63.0748;53.9347
88604000;Волжский муниципальный район;Волжский район;22134;24;Республика Марий Эл;88701000;rural;56.0429;48.5183
88608000;Горномарийский муниципальный район;Горномарийский район;23027;14;Республика Марий Эл;88701000;rural;56.2286;46.5713
88612000;Звениговский муниципальный район;Звениговский район;43154;34;Республика Марий Эл;88701000;rural;56.1908;48.0966
88616000;Килемарский муниципальный район;Килемарский район;12505;22;Республика Марий Эл;88701000;rural;56.6866;46.9241
88620000;Куженерский муниципальный район;Куженерский район;13433;24;Республика Марий Эл;88701000;rural;56.7581;48.9248
88624000;Мари-Турекский муниципальный район;Мари-Турекский район;20606;25;Республика Марий Эл;88701000;rural;56.7178;49.8079
88628000;Медведевский муниципальный район;Медведевский район;67620;6;Республика Марий Эл;88701000;rural;56.671;47.5867
88632000;Моркинский муниципальный район;Моркинский район;29226;33;Республика Марий Эл;88701000;rural;56.4936;48.8947
88636000;Новоторъяльский муниципальный район;Новоторъяльский район;15414;20;Республика Марий Эл;88701000;rural;57.0314;48.7326
88640000;Оршанский муниципальный район;Оршанский район;14207;18;Республика Марий Эл;88701000;rural;56.9294;47.8292
88644000;Параньгинский муниципальный район;Параньгинский район;14913;26;Республика Марий Эл;88701000;rural;56.6678;49.4684
88648000;Сернурский муниципальный район;Сернурский район;24031;26;Республика Марий Эл;88701000;rural;57.0839;49.0747
88652000;Советский муниципальный район;Советский район;29746;16;Республика Марий Эл;88701000;rural;56.7753;48.4825
88656000;Юринский муниципальный район;Юринский район;7896;22;Республика Марий Эл;88701000;rural;56.6328;46.1482
88701000;Городской округ город Йошкар-Ола;Йошкар-Ола;274140;92;Республика Марий Эл;88701000;regcenter;56.658;48.0281
88705000;Городской округ город Волжск;Волжск;54701;65;Республика Марий Эл;88701000;urban;55.848;48.3907
88715000;Городской округ город Козьмодемьянск;Козьмодемьянск;20682;69;Республика Марий Эл;88701000;urban;56.3267;46.5546
89603000;Ардатовский муниципальный район;Ардатовский район;26689;25;Республика Мордовия;89701000;rural;54.8374;46.1963
89605000;Атюрьевский муниципальный район;Атюрьевский район;9062;23;Республика Мордовия;89701000;rural;54.36;43.1773
89607000;Атяшевский муниципальный район;Атяшевский район;18311;23;Республика Мордовия;89701000;rural;54.5709;46.1876
89610000;Большеберезниковский муниципальный район;Большеберезниковский район;13005;14;Республика Мордовия;89701000;rural;54.1751;45.7627
89613000;Большеигнатовский муниципальный район;Большеигнатовский район;7463;14;Республика Мордовия;89701000;rural;54.9768;45.5689
89616000;Дубенский муниципальный район;Дубенский район;12516;14;Республика Мордовия;89701000;rural;54.4345;46.3908
89618000;Ельниковский муниципальный район;Ельниковский район;10545;22;Республика Мордовия;89701000;rural;54.6373;43.7897
89621000;Зубово-Полянский муниципальный район;Зубово-Полянский район;55829;17;Республика Мордовия;89701000;rural;53.9502;42.7874
89624000;Инсарский муниципальный район;Инсарский район;13065;33;Республика Мордовия;89701000;rural;53.8426;44.4283
89626000;Ичалковский муниципальный район;Ичалковский район;19050;22;Республика Мордовия;89701000;rural;54.7114;45.3557
89628000;Кадошкинский муниципальный район;Кадошкинский район;7253;25;Республика Мордовия;89701000;rural;54.1098;44.4242
89629000;Ковылкинский муниципальный район;Ковылкинский район;40909;30;Республика Мордовия;89701000;rural;54.1036;43.8071
89631000;Кочкуровский муниципальный район;Кочкуровский район;10292;13;Республика Мордовия;89701000;rural;53.9769;45.4512
89634000;Краснослободский муниципальный район;Краснослободский район;24362;25;Республика Мордовия;89701000;rural;54.4358;43.6926
89637000;Лямбирский муниципальный район;Лямбирский район;34498;9;Республика Мордовия;89701000;rural;54.2452;45.0415
89640000;Ромодановский муниципальный район;Ромодановский район;19965;20;Республика Мордовия;89701000;rural;54.4447;45.3531
89643000;Рузаевский муниципальный район;Рузаевский район;64888;42;Республика Мордовия;89701000;rural;54.0445;44.7332
89646000;Старошайговский муниципальный район;Старошайговский район;12727;10;Республика Мордовия;89701000;rural;54.3779;44.6272
89649000;Темниковский муниципальный район;Темниковский район;15101;37;Республика Мордовия;89701000;rural;54.6953;43.2651
89651000;Теньгушевский муниципальный район;Теньгушевский район;11050;22;Республика Мордовия;89701000;rural;54.553;42.8552
89654000;Торбеевский муниципальный район;Торбеевский район;19722;24;Республика Мордовия;89701000;rural;54.0931;43.1904
89657000;Чамзинский муниципальный район;Чамзинский район;30932;23;Республика Мордовия;89701000;rural;54.4421;45.7682
89701000;Городской округ Саранск;Саранск;331654;75;Республика Мордовия;89701000;regcenter;54.1783;45.1445
90605000;Алагирский муниципальный район;Алагирский район;37260;14;Республика Северная Осетия;90701000;rural;42.8122;44.081
90610000;Ардонский муниципальный район;Ардонский район;31588;14;Республика Северная Осетия;90701000;rural;43.0935;44.3945
90615000;Дигорский муниципальный район;Дигорский район;18556;14;Республика Северная Осетия;90701000;rural;43.0193;43.9976
90620000;Ирафский муниципальный район;Ирафский район;15311;7;Республика Северная Осетия;90701000;rural;42.9458;43.7607
90625000;Кировский муниципальный район;Кировский район;27447;4;Республика Северная Осетия;90701000;rural;43.3008;44.312
90630000;Моздокский муниципальный район;Моздокский район;86621;26;Республика Северная Осетия;90701000;rural;43.7189;44.6289
90635000;Правобережный муниципальный район;Правобережный район;57205;20;Республика Северная Осетия;90701000;rural;43.3022;44.472
90640000;Пригородный муниципальный район;Пригородный район;105012;1;Республика Северная Осетия;90701000;rural;42.886;44.4764
90701000;Городской округ город Владикавказ;Владикавказ;326270;58;Республика Северная Осетия;90701000;regcenter;43.0259;44.6341
91601000;Абазинский муниципальный район;Абазинский район;17272;0;Карачаево-Черкесская Республика;91701000;rural;44.0617;41.8618
91603000;Адыге-Хабльский муниципальный район;Адыге-Хабльский район;15887;9;Карачаево-Черкесская Республика;91701000;rural;44.4027;41.7577
91610000;Зеленчукский муниципальный район;Зеленчукский район;49290;7;Карачаево-Черкесская Республика;91701000;rural;43.7697;41.5568
91615000;Карачаевский муниципальный район;Карачаевский район;32003;5;Карачаево-Черкесская Республика;91701000;rural;43.5164;42.0575
91620000;Малокарачаевский муниципальный район;Малокарачаевский район;43543;5;Карачаево-Черкесская Республика;91701000;rural;43.7404;42.4482
91623000;Ногайский муниципальный район;Ногайский;15642;0;Карачаево-Черкесская Республика;91701000;rural;44.3376;41.8439
91625000;Прикубанский муниципальный район;Прикубанский район;28885;3;Карачаево-Черкесская Республика;91701000;rural;44.1484;42.2638
91630000;Урупский муниципальный район;Урупский район;23421;11;Карачаево-Черкесская Республика;91701000;rural;43.8072;40.9871
91635000;Усть-Джегутинский муниципальный район;Усть-Джегутинский район;50005;7;Карачаево-Черкесская Республика;91701000;rural;44.0036;42.1094
91640000;Хабезский муниципальный район;Хабезский район;30611;4;Карачаево-Черкесская Республика;91701000;rural;44.1997;41.8529
91701000;Городской округ Черкесский;Черкесск;124187;45;Карачаево-Черкесская Республика;91701000;regcenter;44.2208;42.0645
91705000;Городской округ Карачаевский;Карачаевск;38314;17;Карачаево-Черкесская Республика;91701000;urban;43.7704;41.9159
92601000;Агрызский муниципальный район;Агрызский район;36021;42;Республика Татарстан;92701000;rural;56.025;53.0966
92602000;Азнакаевский муниципальный район;Азнакаевский район;63271;53;Республика Татарстан;92701000;rural;54.9528;53.0678
92604000;Аксубаевский муниципальный район;Аксубаевский район;30147;32;Республика Татарстан;92701000;rural;54.7911;50.815
92605000;Актанышский муниципальный район;Актанышский район;31095;37;Республика Татарстан;92701000;rural;55.6282;53.7643
92606000;Алексеевский муниципальный район;Алексеевский район;26028;35;Республика Татарстан;92701000;rural;55.1788;49.9204
92607000;Алькеевский муниципальный район;Алькеевский район;19723;20;Республика Татарстан;92701000;rural;54.7806;49.8665
92608000;Альметьевский муниципальный район;Альметьевский район;202690;71;Республика Татарстан;92701000;rural;54.8746;52.4144
92610000;Апастовский муниципальный район;Апастовский район;20744;19;Республика Татарстан;92701000;rural;55.2467;48.4402
92612000;Арский муниципальный район;Арский район;52274;35;Республика Татарстан;92701000;rural;56.1778;49.952
92613000;Атнинский муниципальный район;Атнинский район;13287;9;Республика Татарстан;92701000;rural;56.2711;49.4173
92614000;Бавлинский муниципальный район;Бавлинский район;35626;48;Республика Татарстан;92701000;rural;54.3304;53.2444
92615000;Балтасинский муниципальный район;Балтасинский район;33752;21;Республика Татарстан;92701000;rural;56.3583;50.3076
92617000;Бугульминский муниципальный район;Бугульминский район;108608;57;Республика Татарстан;92701000;rural;54.4999;52.8627
92618000;Буинский муниципальный район;Буинский район;44267;44;Республика Татарстан;92701000;rural;54.8555;48.1928
92620000;Верхнеуслонский муниципальный район;Верхнеуслонский район;16503;13;Республика Татарстан;92701000;rural;55.6367;48.693
92622000;Высокогорский муниципальный район;Высокогорский район;46235;10;Республика Татарстан;92701000;rural;56.0063;49.3839
92624000;Дрожжановский муниципальный район;Дрожжановский район;23694;14;Республика Татарстан;92701000;rural;54.7425;47.5543
92626000;Елабужский муниципальный район;Елабужский район;84727;63;Республика Татарстан;92701000;rural;55.8063;51.6332
92627000;Заинский муниципальный район;Заинский район;56614;46;Республика Татарстан;92701000;rural;55.3045;52.0751
92628000;Зеленодольский муниципальный район;Зеленодольский район;163560;40;Республика Татарстан;92701000;rural;55.9639;48.8359
92629000;Кайбицкий муниципальный район;Кайбицкий район;14301;13;Республика Татарстан;92701000;rural;55.3946;48.0275
92630000;Камско-Устьинский муниципальный район;Камско-Устьинский район;15975;25;Республика Татарстан;92701000;rural;55.2205;49.0752
92632000;Спасский муниципальный район;Спасский район;19668;25;Республика Татарстан;92701000;rural;55.0066;49.3682
92633000;Кукморский муниципальный район;Кукморский район;51349;33;Республика Татарстан;92701000;rural;56.2007;50.7216
92634000;Лаишевский муниципальный район;Лаишевский район;38972;16;Республика Татарстан;92701000;rural;55.4048;49.4169
92636000;Лениногорский муниципальный район;Лениногорский район;85297;56;Республика Татарстан;92701000;rural;54.5525;52.244
92638000;Мамадышский муниципальный район;Мамадышский район;43802;38;Республика Татарстан;92701000;rural;55.777;51.0859
92639000;Менделеевский муниципальный район;Менделеевский район;30321;48;Республика Татарстан;92701000;rural;55.9472;52.4232
92640000;Мензелинский муниципальный район;Мензелинский район;28948;44;Республика Татарстан;92701000;rural;55.6867;53.1273
92642000;Муслюмовский муниципальный район;Муслюмовский район;20716;32;Республика Татарстан;92701000;rural;55.2728;53.2474
92644000;Нижнекамский муниципальный район;Нижнекамский район;273479;67;Республика Татарстан;92701000;rural;55.3514;51.4415
92645000;Новошешминский муниципальный район;Новошешминский район;13599;31;Республика Татарстан;92701000;rural;55.1015;51.184
92646000;Нурлатский муниципальный район;Нурлатский район;58718;51;Республика Татарстан;92701000;rural;54.539;50.5658
92648000;Пестречинский муниципальный район;Пестречинский район;31009;31;Республика Татарстан;92701000;rural;55.7808;49.8962
92650000;Рыбно-Слободский муниципальный район;Рыбно-Слободский район;26369;19;Республика Татарстан;92701000;rural;55.5524;50.402
92652000;Сабинский муниципальный район;Сабинский район;31115;23;Республика Татарстан;92701000;rural;56.0217;50.3655
92653000;Сармановский муниципальный район;Сармановский район;35952;41;Республика Татарстан;92701000;rural;55.2531;52.707
92654000;Ютазинский муниципальный район;Ютазинский район;21094;44;Республика Татарстан;92701000;rural;54.5945;53.3042
92655000;Тетюшский муниципальный район;Тетюшский район;23441;35;Республика Татарстан;92701000;rural;54.769;48.7098
92656000;Тюлячинский муниципальный район;Тюлячинский район;14048;14;Республика Татарстан;92701000;rural;55.9016;50.13
92657000;Тукаевский муниципальный район;Тукаевский район;38953;7;Республика Татарстан;92701000;rural;55.5345;52.5524
92658000;Черемшанский муниципальный район;Черемшанский район;19746;33;Республика Татарстан;92701000;rural;54.7333;51.6477
92659000;Чистопольский муниципальный район;Чистопольский район;79204;54;Республика Татарстан;92701000;rural;55.2021;50.6686
92701000;Городской округ город Казань;Казань;1205651;143;Республика Татарстан;92701000;regcenter;55.8126;49.2517
92730000;Городской округ город Набережные Челны;Набережные Челны;524444;77;Республика Татарстан;92701000;urban;55.7409;52.4882
93605000;Бай-Тайгинский кожуун (муниципальный район);Бай-Тайгинский район;10534;20;Республика Тыва;93701000;rural;50.8046;89.96
93610000;Барун-Хемчикский кожуун (муниципальный район);Барун-Хемчикский район;12559;17;Республика Тыва;93701000;rural;51.4715;90.2311
93615000;Дзун-Хемчикский кожуун (муниципальный район);Дзун-Хемчикский район;19607;29;Республика Тыва;93701000;rural;51.0754;91.5744
93620000;Каа-Хемский кожуун (муниципальный район);Каа-Хемский район;12048;15;Республика Тыва;93701000;rural;51.2367;96.1852
93622000;Кызылский кожуун (муниципальный район);Кызылский район;29777;7;Республика Тыва;93701000;rural;52.0945;94.7947
93625000;Монгун-Тайгинский кожуун (муниципальный район);Монгун-Тайгинский район;5791;17;Республика Тыва;93701000;rural;50.3269;90.2247
93630000;Овюрский кожуун (муниципальный район);Овюрский район;6807;22;Республика Тыва;93701000;rural;50.9521;92.6435
93635000;Пий-Хемский кожуун муниципальный район;Пий-Хемский район;9892;25;Республика Тыва;93701000;rural;52.3209;94.1263
93638000;Сут-Хольский кожуун муниципальный район;Сут-Хольский район;7948;15;Республика Тыва;93701000;rural;51.6555;91.0512
93640000;Тандинский кожуун (муниципальный район);Тандинский район;13228;16;Республика Тыва;93701000;rural;51.1538;94.5477
93643000;Тере-Хольский кожуун (муниципальный район);Тере-Хольский район;1875;3;Республика Тыва;93701000;rural;50.5553;97.4201
93645000;Тес-Хемский кожуун (муниципальный район);Тес-Хемский район;8355;18;Республика Тыва;93701000;rural;50.5757;94.617
93650000;Тоджинский кожуун (муниципальный район);Тоджинский район;6462;12;Республика Тыва;93701000;rural;52.6098;96.9673
93654000;Улуг-Хемский кожуун муниципальный район;Улуг-Хемский район;18908;30;Республика Тыва;93701000;rural;51.5138;92.9529
93656000;Чаа-Хольский кожуун (муниципальный район);Чаа-Хольский район;6087;24;Республика Тыва;93701000;rural;51.5355;92.2733
93657000;Чеди-Хольский кожуун (муниципальный район);Чеди-Хольский район;7694;22;Республика Тыва;93701000;rural;51.1001;93.7318
93658000;Эрзинский кожуун (муниципальный район);Эрзинский район;8324;17;Республика Тыва;93701000;rural;50.2776;96.1742
93701000;Городской округ город Кызыл;Кызыл;114181;92;Республика Тыва;93701000;regcenter;51.6766;94.4215
93703000;Городской округ город Ак-Довурак;Ак-Довурак;13700;43;Республика Тыва;93701000;urban;51.1836;90.6342
94602000;Алнашский муниципальный район;Алнашский район;19209;29;Удмуртская Республика;94701000;rural;56.136;52.5733
94604000;Балезинский муниципальный район;Балезинский район;32328;32;Удмуртская Республика;94701000;rural;57.8982;53.0947
94606000;Вавожский муниципальный район;Вавожский район;15661;25;Удмуртская Республика;94701000;rural;56.8025;51.7152
94608000;Воткинский муниципальный район;Воткинский район;24372;6;Удмуртская Республика;94701000;rural;56.8842;53.9763
94610000;Глазовский муниципальный район;Глазовский район;17134;5;Удмуртская Республика;94701000;rural;58.2527;52.8322
94612000;Граховский муниципальный район;Граховский район;8544;36;Удмуртская Республика;94701000;rural;56.1123;52.02
94614000;Дебесский муниципальный район;Дебесский район;12178;27;Удмуртская Республика;94701000;rural;57.634;53.8345
94616000;Завьяловский муниципальный район;Завьяловский район;68851;6;Удмуртская Республика;94701000;rural;56.85;52.8444
