Код ТЕРСОН-МО;Наименование территории;Субъект РФ;Численность населения, в среднем за 2015-2022 гг.;Города федерального значения;Административные центры регионов;Прочие городские округа;Муниципальные округа;Муниципальные районы;Эксклавы;Северный Кавказ;Дальний Восток;Арктическая зона;Крайний Север;Приграничные территории;Коэффициент миграционной подвижности, ‰, 2015-2022 гг.;Коэффициент миграционного прироста, ‰, 2015-2022 гг.;Доля миграционного оборота внутри региона, %, 2015-2022 гг.;Доля миграционного оборота между регионами, %, 2015-2022 гг.;Доля миграционного оборота между странами, %, 2015-2022 гг.;Доля женщин среди мигрантов, %, 2015-2022 гг.;Средний возраст мигранта, лет, 2015-2022 гг.;Доля населения 65+ среди мигрантов, %, 2015-2022 гг.;Тип по приросту (убыли), 2015-2022 гг.;Крупнейшее направление миграции, webcensus.ru;Доля Москвы в потоках в Москву и СПб, %, webcensus.ru;Доля Москвы и СПб в исходящих потоках, %, webcensus.ru;Виртуальный миграционный прирост на 100 пользователей, webcensus.ru;Крупнейшее направление миграции, VK.com, 2022 г.;Доля Москвы в потоках в Москву и СПб, %, VK.com, 2022 г.;Расстояние до административного центра, км;Отношение зарплаты к медианной (без МСП), %, 2015-2022 гг.;Масштаб локальной экономики (без МСП), %, 2015-2022 гг.
7681100000;Муниципальный район Дульдургинский район;Забайкальский край;14260;0;0;0;0;1;0;0;1;0;0;0;75.8;-12.6;56.1;43.3;0.6;55.5;29.0;4.2;тип 4   - - +;столица своего региона;62.5;4.2;-15.9;столица своего региона;54.5;135;99;0.2
7682500000;Муниципальный район Могойтуйский район;Забайкальский край;24723;0;0;0;0;1;0;0;1;0;0;0;81.7;-17.5;53.2;45.6;1.2;54.1;28.0;3.8;тип 4   - - +;столица своего региона;71.8;3.0;-14.1;столица другого региона;63.2;138;103;0.2
7650400000;Александрово-Заводский муниципальный округ;Забайкальский край;6913;0;0;0;1;0;0;0;1;0;0;0;74.7;-25.7;76.8;22.7;0.5;57.3;31.9;6.3;тип 4   - - +;столица своего региона;0.0;1.2;-19.3;столица своего региона;;335;98;1.5
7660600000;Муниципальный район Балейский район;Забайкальский край;17274;0;0;0;0;1;0;0;1;0;0;0;61.6;-13.1;70.8;28.2;1.0;57.5;29.6;6.6;тип 4   - - +;столица своего региона;54.8;4.3;-33.2;столица своего региона;53.8;244;122;0.7
7660900000;Муниципальный район Борзинский район;Забайкальский край;46502;0;0;0;0;1;0;0;1;0;0;1;61.3;-8.9;56.0;43.3;0.7;53.2;28.8;3.8;тип 4   - - +;столица своего региона;66.2;6.7;-15.2;столица своего региона;60.6;293;140;2.8
7651000000;Газимуро-Заводский муниципальный округ;Забайкальский край;8550;0;0;0;1;0;0;0;1;0;0;1;46.8;-13.1;65.1;32.1;2.8;53.5;29.0;4.6;тип 4   - - +;столица своего региона;66.7;2.3;-23.9;столица своего региона;100.0;433;208;12.6
7661200000;Муниципальный район Забайкальский район;Забайкальский край;20530;0;0;0;0;1;0;0;1;0;0;1;83.3;-7.9;58.9;38.0;3.0;49.8;29.2;2.4;тип 4   - - +;столица своего региона;71.1;6.5;-5.6;столица своего региона;66.7;345;162;0.9
7651500020;Каларский муниципальный округ;Забайкальский край;7842;0;0;0;1;0;0;0;1;0;1;0;84.1;-20.0;32.4;65.7;2.0;53.8;33.0;6.8;тип 4   - - +;столица своего региона;52.3;7.7;-17.7;столица своего региона;61.5;575;236;2.8
7651800000;Калганский муниципальный округ;Забайкальский край;6935;0;0;0;1;0;0;0;1;0;0;1;72.1;-21.3;71.0;28.2;0.9;55.2;29.5;4.3;тип 4   - - +;столица своего региона;100.0;0.9;-31.2;столица своего региона;100.0;385;137;0.9
7662000000;Муниципальный район Карымский район;Забайкальский край;34802;0;0;0;0;1;0;0;1;0;0;0;45.1;-6.4;65.4;32.8;1.8;54.5;29.6;4.8;тип 4   - - +;столица своего региона;65.0;3.8;-25.3;столица своего региона;33.3;76;147;0.4
7662100000;Муниципальный район г Краснокаменск и Краснокаменский район;Забайкальский край;58342;0;0;0;0;1;0;0;1;0;0;1;61.4;-5.4;47.8;50.5;1.7;53.2;31.9;6.3;тип 3   + - +;столица своего региона;76.5;12.0;-10.8;столица своего региона;65.4;401;134;5.7
7662200000;Муниципальный район Красночикойский район;Забайкальский край;17350;0;0;0;0;1;0;0;1;0;0;1;51.4;-8.0;56.0;43.8;0.2;55.0;28.9;5.3;тип 8   - - -;столица своего региона;40.0;2.1;-31.1;столица своего региона;100.0;389;119;0.6
7662400000;Муниципальный район Кыринский район;Забайкальский край;11647;0;0;0;0;1;0;0;1;0;0;1;55.9;-16.4;66.6;32.6;0.7;50.9;30.3;4.6;тип 4   - - +;столица своего региона;50.0;2.8;-38.6;столица своего региона;20.0;274;152;0.6
7652600000;Могочинский муниципальный округ;Забайкальский край;23213;0;0;0;1;0;0;0;1;0;0;1;56.4;-9.8;54.9;40.5;4.6;50.7;31.7;4.9;тип 8   - - -;столица своего региона;64.0;5.3;-13.2;столица своего региона;50.0;539;200;4.1
7662800000;Муниципальный район Нерчинский район;Забайкальский край;27063;0;0;0;0;1;0;0;1;0;0;0;47.3;-7.6;65.7;32.2;2.0;54.7;28.5;4.2;тип 4   - - +;столица своего региона;72.7;5.4;-16.5;нет данных;;186;108;0.5
7653000000;Нерчинско-Заводский муниципальный округ;Забайкальский край;8506;0;0;0;1;0;0;0;1;0;0;1;65.7;-22.3;72.5;27.0;0.4;53.2;29.5;4.3;тип 8   - - -;столица своего региона;100.0;1.3;-40.5;столица своего региона;0.0;419;162;1.2
7663200000;Муниципальный район Оловяннинский район;Забайкальский край;34155;0;0;0;0;1;0;0;1;0;0;0;53.2;-12.3;61.2;38.5;0.3;54.3;32.0;6.2;тип 4   - - +;столица своего региона;58.6;5.2;-34.9;столица своего региона;71.4;224;129;3.5
7653400000;Ононский муниципальный округ;Забайкальский край;9313;0;0;0;1;0;0;0;1;0;0;1;65.8;-21.6;65.9;34.0;0.1;53.8;29.6;4.4;тип 4   - - +;столица своего региона;33.3;0.8;-35.2;столица своего региона;75.0;228;88;0.0
7663600000;Муниципальный район Петровск-Забайкальский район;Забайкальский край;16413;0;0;0;0;1;0;0;1;0;0;0;39.1;-10.8;26.3;73.4;0.2;55.0;30.4;5.6;тип 4   - - +;столица другого региона;41.2;3.3;-32.7;столица своего региона;50.0;328;130;10.7
7653800000;Приаргунский муниципальный округ;Забайкальский край;18144;0;0;0;1;0;0;0;1;0;0;1;82.6;-18.1;60.8;38.7;0.5;52.1;29.6;4.2;тип 4   - - +;столица своего региона;81.0;2.9;-26.2;столица своего региона;62.5;412;103;0.3
7664000000;Муниципальный район Сретенский район;Забайкальский край;20228;0;0;0;0;1;0;0;1;0;0;0;84.7;-9.8;68.2;31.7;0.1;55.0;27.5;4.5;тип 4   - - +;столица своего региона;46.2;3.0;-28.1;столица своего региона;66.7;320;116;0.8
7664200021;Муниципальный район Тунгиро-Олекминский район;Забайкальский край;1248;0;0;0;0;1;0;0;1;0;1;0;63.0;-11.8;64.4;35.6;0.0;53.2;31.9;7.2;тип 4   - - +;столица своего региона;0.0;4.3;-53.8;столица своего региона;;567;133;0.1
7654400020;Тунгокоченский муниципальный округ;Забайкальский край;10901;0;0;0;1;0;0;0;1;0;1;0;53.2;-8.8;60.6;38.0;1.4;54.9;33.7;8.2;тип 4   - - +;столица своего региона;40.0;3.6;-72.9;столица своего региона;42.9;253;123;0.2
7664600000;Муниципальный район Улетовский район;Забайкальский край;17842;0;0;0;0;1;0;0;1;0;0;0;59.4;-4.5;74.6;23.8;1.7;52.8;30.1;5.3;тип 4   - - +;столица своего региона;63.2;3.0;-28.3;столица своего региона;66.7;188;107;0.6
7664700000;Муниципальный район Хилокский район;Забайкальский край;27364;0;0;0;0;1;0;0;1;0;0;0;33.9;-11.1;39.8;59.9;0.3;55.7;30.1;5.0;тип 4   - - +;столица своего региона;61.7;4.3;-18.9;столица своего региона;64.7;227;149;0.3
7664800000;Муниципальный район Чернышевский район;Забайкальский край;31560;0;0;0;0;1;0;0;1;0;0;0;58.0;-10.6;67.5;31.9;0.5;56.5;29.5;4.4;тип 4   - - +;столица своего региона;66.7;4.2;-19.3;столица своего региона;57.1;247;165;0.8
7665000000;Муниципальный район Читинский район;Забайкальский край;68565;0;0;0;0;1;0;0;1;0;0;0;58.1;-0.2;66.4;31.4;2.3;51.5;32.4;6.2;тип 7   + - -;столица своего региона;79.0;4.4;-50.3;столица своего региона;75.0;41;109;0.9
7665200000;Муниципальный район Шелопугинский район;Забайкальский край;6611;0;0;0;0;1;0;0;1;0;0;0;50.7;-21.2;68.3;30.9;0.8;56.4;29.4;6.0;тип 4   - - +;столица своего региона;50.0;4.1;-46.5;столица своего региона;;290;92;0.1
7665400000;Муниципальный район Шилкинский район;Забайкальский край;38145;0;0;0;0;1;0;0;1;0;0;0;45.9;-7.1;66.0;33.9;0.1;55.0;31.8;7.3;тип 8   - - -;столица своего региона;54.9;5.0;-21.1;столица своего региона;42.9;156;125;1.3
7670100000;Городской округ г Чита;Забайкальский край;336566;0;1;0;0;0;0;0;1;0;0;0;54.2;2.8;50.0;46.2;3.8;53.4;30.0;4.7;тип 3   + - +;Москва;63.0;19.9;4.0;Москва;58.0;0;162;23.2
7671500000;Городской округ г Петровск-Забайкальский;Забайкальский край;15914;0;0;1;0;0;0;0;1;0;0;0;40.8;-8.2;25.5;74.0;0.5;54.3;29.4;4.8;тип 4   - - +;столица своего региона;58.5;4.4;-13.5;столица своего региона;78.6;331;109;0.1
7680000000;Муниципальный район Агинский район;Забайкальский край;17091;0;0;0;0;1;0;0;1;0;0;0;125.2;-6.2;48.8;48.8;2.4;55.8;28.0;3.1;тип 3   + - +;столица своего региона;70.0;6.8;0.2;столица своего региона;64.3;126;110;0.1
7678500000;Городской округ пгт Горный;Забайкальский край;9479;0;0;1;0;0;0;0;1;0;0;0;61.2;-29.0;49.2;50.8;0.0;49.7;27.6;1.9;тип 8   - - -;столица своего региона;60.0;8.5;-4.3;столица своего региона;77.8;62;96;0.1
3050100011;Алеутский муниципальный округ;Камчатский край;631;0;0;0;1;0;0;0;1;0;1;0;160.4;14.9;28.6;53.1;18.3;41.8;32.3;2.6;тип 2   - + +;столица своего региона;100.0;4.8;-40.4;Санкт-Петербург;33.3;545;291;0.0
3060400011;Быстринский муниципальный район;Камчатский край;2424;0;0;0;0;1;0;0;1;0;1;0;67.1;-7.6;51.3;41.6;7.1;53.3;31.5;5.5;тип 4   - - +;столица своего региона;37.5;8.5;-27.4;столица своего региона;40.0;259;258;1.8
3060700011;Елизовский муниципальный район;Камчатский край;61596;0;0;0;0;1;0;0;1;0;1;0;89.9;1.4;32.8;48.6;18.5;46.3;34.5;6.0;тип 3   + - +;столица своего региона;57.3;14.5;-13.4;столица своего региона;43.5;71;234;7.4
3051000011;Мильковский муниципальный округ;Камчатский край;9406;0;0;0;1;0;0;0;1;0;1;0;66.4;-5.2;47.6;47.7;4.6;50.8;33.7;6.9;тип 4   - - +;столица своего региона;56.4;9.6;-51.1;столица своего региона;46.4;228;216;0.3
3061300011;Соболевский муниципальный район;Камчатский край;2256;0;0;0;0;1;0;0;1;0;1;0;126.7;3.9;38.9;47.6;13.5;42.9;35.4;5.9;тип 2   - + +;столица своего региона;69.2;8.6;-70.3;столица своего региона;60.0;212;331;2.1
3061600011;Усть-Большерецкий муниципальный район;Камчатский край;7065;0;0;0;0;1;0;0;1;0;1;0;98.8;-9.6;40.2;48.2;11.5;47.9;34.4;5.3;тип 2   - + +;столица своего региона;69.2;6.7;-72.0;столица своего региона;38.5;116;286;3.8
3061900011;Усть-Камчатский муниципальный район;Камчатский край;9553;0;0;0;0;1;0;0;1;0;1;0;79.6;-20.8;33.8;61.1;5.1;49.3;34.6;6.6;тип 4   - - +;столица своего региона;62.5;10.3;-64.4;столица своего региона;67.4;429;244;1.0
3070100011;Петропавловск-Камчатский городской округ;Камчатский край;172004;0;1;0;0;0;0;0;1;0;1;0;93.6;-2.2;12.4;51.5;36.1;43.8;33.7;4.7;тип 3   + - +;Санкт-Петербург;46.5;29.1;-0.3;Санкт-Петербург;41.6;0;297;31.6
3082400011;Карагинский муниципальный район;Камчатский край;3611;0;0;0;0;1;0;0;1;0;1;0;102.5;-5.2;39.1;52.5;8.4;48.2;34.4;5.5;тип 2   - + +;столица своего региона;54.3;10.8;-28.5;нет данных;;801;416;3.7
3082700011;Олюторский муниципальный район;Камчатский край;3889;0;0;0;0;1;0;0;1;0;1;0;69.8;-18.2;46.1;39.8;14.1;46.9;33.6;4.9;тип 4   - - +;столица своего региона;47.4;10.8;-64.2;нет данных;;1144;274;0.5
3082900011;Пенжинский муниципальный район;Камчатский край;2128;0;0;0;0;1;0;0;1;0;1;0;62.1;-20.7;50.1;45.0;4.9;52.3;33.2;5.0;тип 8   - - -;столица своего региона;40.0;8.7;-70.7;нет данных;;1237;293;2.7
3083200011;Тигильский муниципальный район;Камчатский край;3783;0;0;0;0;1;0;0;1;0;1;0;86.0;-12.2;49.5;42.5;7.9;51.1;32.3;4.3;тип 4   - - +;столица своего региона;52.9;7.2;-69.2;нет данных;;490;248;0.3
3085100011;Городской округ поселок Палана;Камчатский край;2867;0;0;1;0;0;0;0;1;0;1;0;83.6;-10.6;42.7;52.6;4.7;53.0;31.4;5.6;тип 4   - - +;столица своего региона;60.5;15.8;-41.3;нет данных;;677;247;0.1
0550200000;Анучинский муниципальный округ;Приморский край;12877;0;0;0;1;0;0;0;1;0;0;0;112.9;-5.7;77.3;19.7;3.0;51.2;29.0;6.2;тип 2   - + +;столица своего региона;50.0;3.5;-63.6;столица своего региона;66.7;137;132;0.1
0560700000;Дальнереченский муниципальный район;Приморский край;9103;0;0;0;0;1;0;0;1;0;0;1;82.0;-17.1;75.1;22.9;2.0;53.9;27.2;4.8;тип 8   - - -;столица своего региона;50.0;5.4;-48.8;столица своего региона;100.0;319;106;0.2
0551000020;Кавалеровский муниципальный округ;Приморский край;22870;0;0;0;1;0;0;0;1;0;1;0;104.8;-3.8;79.5;18.7;1.8;55.2;32.3;7.6;тип 4   - - +;столица своего региона;65.6;5.5;-28.7;столица своего региона;50.0;292;122;0.3
0561200000;Кировский муниципальный район;Приморский край;18608;0;0;0;0;1;0;0;1;0;0;1;100.0;-10.9;77.1;20.8;2.1;53.3;28.2;5.8;тип 8   - - -;столица своего региона;51.7;5.0;-45.6;столица своего региона;50.0;261;106;0.4
0551400001;Красноармейский муниципальный округ;Приморский край;15685;0;0;0;1;0;0;0;1;0;1;0;108.4;-11.2;71.2;23.2;5.7;52.5;29.3;6.1;тип 4   - - +;столица своего региона;56.5;3.8;-60.6;столица своего региона;45.5;415;140;1.5
0551700001;Лазовский муниципальный округ;Приморский край;12657;0;0;0;1;0;0;0;1;0;0;0;99.8;-1.7;74.2;24.4;1.4;38.3;32.0;3.9;тип 4   - - +;столица своего региона;42.1;3.6;-41.7;столица своего региона;78.6;168;165;2.6
0562000000;Михайловский муниципальный район;Приморский край;30092;0;0;0;0;1;0;0;1;0;0;0;74.8;-14.7;75.5;15.0;9.5;51.2;29.2;5.1;тип 8   - - -;столица своего региона;46.3;4.7;-44.0;столица своего региона;38.5;99;134;2.6
0562300000;Надеждинский муниципальный район;Приморский край;39439;0;0;0;0;1;0;0;1;0;0;0;96.4;12.3;76.9;15.3;7.8;51.7;31.6;6.3;тип 3   + - +;столица своего региона;55.3;3.8;-63.9;столица своего региона;38.5;41;131;0.9
0552600000;Октябрьский муниципальный округ;Приморский край;25587;0;0;0;1;0;0;0;1;0;0;1;97.0;-2.2;70.2;23.0;6.8;51.7;29.1;5.2;тип 4   - - +;не столица в своем регионе;54.5;5.6;-64.0;столица своего региона;69.6;112;136;0.5
0552800021;Ольгинский муниципальный округ;Приморский край;8733;0;0;0;1;0;0;0;1;0;1;0;88.4;-10.9;81.6;17.1;1.3;52.8;31.1;6.1;тип 4   - - +;столица своего региона;27.3;3.2;-51.7;столица своего региона;30.0;248;126;0.1
0553000000;Партизанский муниципальный округ;Приморский край;29648;0;0;0;1;0;0;0;1;0;0;0;68.9;4.1;69.0;27.0;4.0;50.4;30.2;5.4;тип 3   + - +;столица другого региона;75.8;8.0;-8.9;столица своего региона;52.9;129;124;0.3
0553200000;Пограничный муниципальный округ;Приморский край;20546;0;0;0;1;0;0;0;1;0;0;1;119.3;-5.9;60.6;33.9;5.6;49.8;26.5;2.8;тип 2   - + +;столица своего региона;74.2;4.6;-29.0;столица своего региона;55.0;166;114;0.3
0553400001;Пожарский муниципальный округ;Приморский край;26843;0;0;0;1;0;0;0;1;0;0;1;91.4;-7.6;58.1;40.1;1.7;52.8;28.3;5.4;тип 4   - - +;столица своего региона;54.8;5.3;-20.5;столица своего региона;69.2;463;162;5.5
0563700000;Спасский муниципальный район;Приморский край;24325;0;0;0;0;1;0;0;1;0;0;1;125.9;-4.9;79.3;13.9;6.8;52.4;29.5;5.7;тип 4   - - +;столица своего региона;75.0;4.8;-79.1;столица своего региона;40.0;205;126;3.7
0554000021;Тернейский муниципальный округ;Приморский край;10755;0;0;0;1;0;0;0;1;0;1;0;80.0;-14.2;75.4;23.9;0.7;54.7;32.9;7.3;тип 4   - - +;столица своего региона;54.5;5.0;-49.3;столица своего региона;87.5;672;166;3.5
0554600000;Ханкайский муниципальный округ;Приморский край;20206;0;0;0;1;0;0;0;1;0;0;1;99.4;-12.2;77.9;20.4;1.7;52.6;27.7;4.6;тип 8   - - -;столица своего региона;55.0;5.7;-32.6;столица своего региона;64.3;203;126;0.4
0554800000;Хасанский муниципальный округ;Приморский край;28670;0;0;0;1;0;0;0;1;0;0;1;83.7;-9.6;67.7;29.2;3.2;49.5;28.2;3.7;тип 4   - - +;столица своего региона;50.7;5.8;-32.7;столица своего региона;52.0;41;147;2.6
0555000000;Хорольский муниципальный округ;Приморский край;26534;0;0;0;1;0;0;0;1;0;0;0;85.3;-6.9;83.9;14.6;1.5;54.6;28.2;6.0;тип 4   - - +;столица своего региона;54.5;3.7;-51.7;столица своего региона;69.2;143;116;0.5
0555300000;Черниговский муниципальный округ;Приморский край;30194;0;0;0;1;0;0;0;1;0;0;0;110.0;-6.2;69.9;29.0;1.0;51.9;26.8;4.3;тип 4   - - +;столица своего региона;60.0;3.2;-31.5;столица своего региона;73.7;139;132;1.4
0555500000;Чугуевский муниципальный округ;Приморский край;22271;0;0;0;1;0;0;0;1;0;0;0;89.5;-7.4;82.1;16.3;1.6;54.5;27.5;5.5;тип 4   - - +;столица своего региона;60.0;4.6;-33.5;столица своего региона;62.5;190;114;0.6
0555700000;Шкотовский муниципальный округ;Приморский край;22708;0;0;0;1;0;0;0;1;0;0;0;99.6;0.1;76.3;21.8;1.8;50.3;30.8;7.0;тип 1   + + +;столица своего региона;58.1;5.1;-26.7;столица своего региона;57.9;61;173;1.7
0555900000;Яковлевский муниципальный округ;Приморский край;13489;0;0;0;1;0;0;0;1;0;0;0;112.3;-13.3;74.7;24.0;1.3;52.6;27.4;4.3;тип 8   - - -;столица своего региона;45.9;6.5;-61.1;столица своего региона;70.8;207;115;0.1
0570100000;Владивостокский городской округ;Приморский край;629886;0;1;0;0;0;0;0;1;0;0;0;74.0;0.2;43.2;33.6;23.2;46.2;29.6;3.8;тип 3   + - +;Москва;59.4;34.6;4.5;Москва;56.0;0;203;102.0
0570300000;Арсеньевский городской округ;Приморский край;50425;0;0;1;0;0;0;0;1;0;0;0;69.0;-0.1;68.3;27.3;4.5;53.6;29.4;5.8;тип 7   + - -;столица своего региона;53.0;9.4;-10.4;столица своего региона;41.4;159;150;9.6
0570500000;Артемовский городской округ;Приморский край;115655;0;0;1;0;0;0;0;1;0;0;0;77.3;2.8;50.9;24.3;24.8;47.1;30.9;4.8;тип 3   + - +;столица своего региона;59.8;8.7;-8.6;столица своего региона;48.4;36;157;8.2
0570700020;Дальнегорский городской округ;Приморский край;41480;0;0;1;0;0;0;0;1;0;1;0;74.4;-2.0;73.6;23.0;3.4;53.8;29.6;6.5;тип 4   - - +;столица своего региона;68.8;6.9;-20.2;столица своего региона;65.8;349;127;2.6
0570800000;Дальнереченский городской округ;Приморский край;27103;0;0;1;0;0;0;0;1;0;0;0;74.0;-8.0;56.9;38.9;4.2;52.5;27.3;4.0;тип 8   - - -;столица своего региона;54.9;5.9;-17.2;столица своего региона;42.9;341;145;0.6
0571100000;Лесозаводский городской округ;Приморский край;42216;0;0;1;0;0;0;0;1;0;0;1;89.1;-4.5;63.9;31.1;5.0;52.6;28.2;5.1;тип 4   - - +;столица своего региона;45.6;5.7;-16.9;столица своего региона;55.2;301;140;1.2
0571400000;Находкинский городской округ;Приморский край;146893;0;0;1;0;0;0;0;1;0;0;0;49.4;-12.0;40.7;35.8;23.5;46.9;30.7;4.7;тип 8   - - -;столица своего региона;51.2;16.7;-3.9;столица своего региона;35.9;63;181;32.8
0571700000;Партизанский городской округ;Приморский край;42541;0;0;1;0;0;0;0;1;0;0;0;73.0;1.7;72.7;23.1;4.2;52.6;31.0;7.6;тип 3   + - +;столица своего региона;48.2;6.6;-19.0;столица своего региона;50.0;98;149;1.1
0572000000;Спасск-Дальний городской округ;Приморский край;38558;0;0;1;0;0;0;0;1;0;0;0;84.8;-4.4;71.9;23.2;4.9;52.6;29.7;5.8;тип 4   - - +;столица своего региона;65.8;6.9;-15.2;столица своего региона;64.3;181;125;0.7
0572300000;Уссурийский городской округ;Приморский край;199797;0;0;1;0;0;0;0;1;0;0;1;88.9;2.3;59.7;28.0;12.3;50.2;27.3;3.5;тип 7   + - -;столица своего региона;58.7;15.6;0.9;столица своего региона;44.7;72;146;9.9
0570600000;Городской округ город Большой Камень ;Приморский край;41075;0;0;1;0;0;0;0;1;0;0;0;76.9;-0.8;49.7;34.0;16.4;43.5;29.9;3.8;тип 3   + - +;столица своего региона;44.3;8.8;-12.4;столица своего региона;30.6;38;222;6.5
0574700000;Городской округ город Фокино ;Приморский край;29232;0;0;1;0;0;0;0;1;0;0;0;92.6;-1.7;61.1;37.7;1.2;49.6;28.8;4.4;тип 7   + - -;столица своего региона;45.7;9.9;-20.8;столица своего региона;42.0;46;133;0.8
0860300001;Амурский муниципальный район;Хабаровский край;59286;0;0;0;0;1;0;0;1;0;1;0;73.8;-6.3;64.3;30.6;5.1;53.1;30.2;5.8;тип 4   - - +;столица своего региона;49.5;7.5;-20.9;столица своего региона;45.2;149;173;9.0
0860600011;Аяно-Майский муниципальный район;Хабаровский край;1936;0;0;0;0;1;0;0;1;0;1;0;177.8;-11.6;66.3;30.3;3.4;52.8;32.8;5.7;тип 4   - - +;столица своего региона;50.0;3.3;-83.9;столица своего региона;;993;363;2.2
0860900001;Бикинский муниципальный район;Хабаровский край;22152;0;0;0;0;1;0;0;1;0;0;1;113.2;-6.9;47.4;50.5;2.1;48.7;27.4;3.1;тип 4   - - +;столица своего региона;77.8;7.3;-15.6;столица своего региона;57.1;191;126;0.6
0861200021;Ванинский муниципальный район;Хабаровский край;34472;0;0;0;0;1;0;0;1;0;1;0;83.1;-5.7;52.6;37.1;10.3;48.4;31.9;4.9;тип 4   - - +;столица своего региона;48.5;8.8;-21.4;столица своего региона;37.3;400;208;12.4
0861400021;Верхнебуреинский муниципальный район;Хабаровский край;25312;0;0;0;0;1;0;0;1;0;1;0;91.1;-9.7;51.4;30.8;17.8;48.8;31.8;4.9;тип 4   - - +;столица своего региона;62.2;6.4;-30.2;столица своего региона;42.9;321;209;7.7
0861700001;Вяземский муниципальный район;Хабаровский край;20512;0;0;0;0;1;0;0;1;0;0;1;88.6;-4.0;71.5;23.8;4.7;51.2;29.3;4.9;тип 4   - - +;столица своего региона;76.9;5.7;-26.4;столица своего региона;75.0;112;117;0.2
0862000021;Комсомольский муниципальный район;Хабаровский край;26318;0;0;0;0;1;0;0;1;0;1;0;82.2;-2.3;61.0;37.9;1.1;50.1;28.9;3.6;тип 2   - + +;не столица в своем регионе;53.3;5.7;-60.0;не столица в своем регионе;47.4;301;165;2.0
0862400001;Им. Лазо муниципальный район;Хабаровский край;40581;0;0;0;0;1;0;0;1;0;0;1;84.4;-12.2;73.4;19.5;7.1;50.9;29.4;4.2;тип 4   - - +;столица своего региона;60.5;2.9;-77.4;столица своего региона;85.7;140;113;1.2
0862800001;Нанайский муниципальный район;Хабаровский край;15468;0;0;0;0;1;0;0;1;0;0;0;101.8;-9.3;78.5;13.6;7.9;51.4;29.1;5.0;тип 4   - - +;столица своего региона;68.8;3.1;-64.4;столица своего региона;50.0;171;129;1.0
0863100021;Николаевский муниципальный район;Хабаровский край;26578;0;0;0;0;1;0;0;1;0;1;0;79.1;-13.7;62.0;28.5;9.4;50.5;31.7;5.4;тип 8   - - -;столица своего региона;55.2;6.6;-23.7;столица своего региона;51.2;673;189;9.4
0853400011;Охотский муниципальный округ;Хабаровский край;6536;0;0;0;1;0;0;0;1;0;1;0;118.9;-11.4;55.6;43.0;1.4;43.0;34.2;4.6;тип 4   - - +;столица своего региона;42.9;5.2;-48.0;столица своего региона;40.0;1399;240;5.4
0863700021;Им. Полины Осипенко муниципальный район;Хабаровский край;4170;0;0;0;0;1;0;0;1;0;1;0;99.4;-20.0;77.5;22.1;0.4;56.0;32.9;9.1;тип 4   - - +;столица своего региона;28.6;5.7;-91.5;столица своего региона;100.0;436;171;6.6
0864200021;Советско-Гаванский муниципальный район;Хабаровский край;38849;0;0;0;0;1;0;0;1;0;1;0;63.6;-6.2;51.4;40.9;7.7;49.0;31.9;5.1;тип 4   - - +;столица своего региона;41.2;11.9;-16.7;столица своего региона;36.2;312;189;3.9
0864400021;Солнечный муниципальный район;Хабаровский край;29164;0;0;0;0;1;0;0;1;0;1;0;68.0;-8.2;63.8;26.4;9.8;50.6;32.7;6.3;тип 4   - - +;не столица в своем регионе;59.6;4.8;-47.3;столица своего региона;57.7;297;161;2.3
0864600021;Тугуро-Чумиканский муниципальный район;Хабаровский край;1945;0;0;0;0;1;0;0;1;0;1;0;82.5;-4.2;72.8;26.7;0.4;57.0;31.0;6.1;тип 4   - - +;столица своего региона;100.0;1.4;-51.6;столица своего региона;100.0;682;171;0.7
0865000021;Ульчский муниципальный район;Хабаровский край;15444;0;0;0;0;1;0;0;1;0;1;0;76.9;-12.9;80.4;18.5;1.1;53.6;30.3;5.7;тип 4   - - +;столица своего региона;39.1;3.7;-42.3;столица своего региона;63.6;494;147;1.0
0865500001;Хабаровский муниципальный район;Хабаровский край;85694;0;0;0;0;1;0;0;1;0;0;1;117.9;0.9;60.5;32.4;7.1;49.5;31.0;4.4;тип 4   - - +;столица своего региона;71.7;5.7;-22.5;столица своего региона;72.2;152;144;3.2
0870100001;Городской округ г Хабаровск;Хабаровский край;612192;0;1;0;0;0;0;0;1;0;0;1;87.6;2.0;26.4;46.3;27.3;46.8;31.5;4.1;тип 3   + - +;Москва;63.6;27.5;4.3;Москва;55.1;0;201;82.7
0870900021;Городской округ г Комсомольск-на-Амуре;Хабаровский край;244594;0;0;1;0;0;0;0;1;0;1;0;47.6;-3.0;39.6;46.6;13.8;49.8;31.6;6.0;тип 3   + - +;столица своего региона;50.8;19.8;-1.3;столица своего региона;46.7;264;170;50.9
10505000 0 0;Архаринский муниципальный округ;Амурская область;14113;0;0;0;1;0;0;0;1;0;0;1;75.6;-13.0;54.0;44.4;1.6;51.8;30.6;6.0;тип 4   - - +;столица своего региона;69.2;4.3;-31.6;столица своего региона;50.0;230;129;0.1
10508000 0 0;Белогорский муниципальный округ;Амурская область;17809;0;0;0;1;0;0;0;1;0;0;0;61.6;-11.8;65.9;31.7;2.4;52.1;30.3;5.2;тип 4   - - +;столица своего региона;53.3;8.4;-79.6;столица своего региона;66.7;103;100;0.2
