origin;destination;year;migrants
2202;1101;2021;871
2202;1103;2021;1622
2202;1104;2021;726
2202;1105;2021;2629
2202;1107;2021;789
2202;1108;2021;1170
2202;1110;2021;132
2202;1112;2021;182
2202;1114;2021;641
2202;1115;2021;121
2202;1117;2021;538
2202;1118;2021;887
2202;1119;2021;60
2202;1120;2021;962
2202;1122;2021;995
2202;1124;2021;396
2202;1125;2021;1490
2202;1126;2021;44
2202;1127;2021;997
2202;1128;2021;562
2202;1129;2021;2071
2202;1130;2021;710
2202;1132;2021;485
2202;1133;2021;123
2202;1134;2021;181
2202;1135;2021;836
2202;1136;2021;1576
2202;1137;2021;178
2202;1138;2021;637
2202;1140;2021;1505
2202;1141;2021;875
2202;1142;2021;365
2202;1144;2021;457
2202;1145;2021;1471
2202;1146;2021;4855
2202;1147;2021;189
2202;1149;2021;293
2202;1150;2021;1187
2202;1152;2021;238
2202;1153;2021;1024
2202;1154;2021;130
2202;1156;2021;446
2202;1157;2021;216
2202;1158;2021;511
2202;1160;2021;837
2202;1161;2021;702
2202;1163;2021;1023
2202;1164;2021;388
2202;1165;2021;1153
2202;1166;2021;330
2202;1167;2021;65
2202;1168;2021;433
2202;1169;2021;1702
2202;1170;2021;940
2202;1173;2021;345
2202;1175;2021;559
2202;1176;2021;634
2202;1177;2021;40
2202;1178;2021;203
2202;1179;2021;196
2202;1180;2021;2709
2202;1181;2021;504
2202;1182;2021;228
2202;1183;2021;227
2202;1184;2021;79
2202;1185;2021;5
2202;1186;2021;63
2202;1187;2021;140
2202;1188;2021;436
2202;1189;2021;872
2202;1190;2021;39
2202;1191;2021;350
2202;1192;2021;2664
2202;1193;2021;19
2202;1194;2021;391
2202;1195;2021;142
2202;1196;2021;100
2202;1197;2021;247
2202;1198;2021;49
2202;1199;2021;1
2203;111;2021;27
2203;171;2021;2023
2203;211;2021;165
2203;271;2021;1268
2203;371;2021;506
2203;1101;2021;141
2203;1103;2021;8211
2203;1104;2021;860
2203;1105;2021;238
2203;1107;2021;1004
2203;1108;2021;427
2203;1110;2021;64
2203;1112;2021;118
2203;1114;2021;7402
2203;1115;2021;1336
2203;1117;2021;981
2203;1118;2021;1252
2203;1119;2021;110
2203;1120;2021;4565
2203;1122;2021;999
2203;1124;2021;460
2203;1125;2021;191
2203;1126;2021;14
2203;1127;2021;902
2203;1128;2021;926
2203;1129;2021;2745
2203;1130;2021;136
2203;1132;2021;293
2203;1133;2021;151
2203;1134;2021;250
2203;1135;2021;9835
2203;1136;2021;805
2203;1137;2021;49
2203;1138;2021;2566
2203;1140;2021;5693
2203;1141;2021;2999
2203;1142;2021;830
2203;1144;2021;313
2203;1145;2021;5989
2203;1146;2021;18170
2203;1147;2021;798
2203;1149;2021;368
2203;1150;2021;438
2203;1152;2021;115
2203;1153;2021;310
2203;1154;2021;717
2203;1156;2021;252
2203;1157;2021;228
2203;1158;2021;409
2203;1160;2021;14004
2203;1161;2021;952
2203;1163;2021;650
2203;1164;2021;171
2203;1165;2021;725
2203;1166;2021;793
2203;1167;2021;6955
2203;1168;2021;477
2203;1169;2021;130
2203;1170;2021;1996
2203;1173;2021;204
2203;1175;2021;362
2203;1176;2021;1370
2203;1177;2021;259
2203;1178;2021;499
2203;1179;2021;900
2203;1180;2021;366
2203;1181;2021;37
2203;1182;2021;198
2203;1183;2021;75
2203;1184;2021;19
2203;1185;2021;5
2203;1186;2021;420
2203;1187;2021;1023
2203;1188;2021;60
2203;1189;2021;153
2203;1190;2021;33
2203;1191;2021;21
2203;1192;2021;753
2203;1193;2021;2
2203;1194;2021;127
2203;1195;2021;40
2203;1196;2021;31
2203;1197;2021;183
2203;1198;2021;23
2203;1199;2021;4
2204;1108;2021;1
2205;1103;2021;1
2205;1104;2021;2
2205;1105;2021;1
2205;1146;2021;3
2208;1103;2021;1
2208;1104;2021;3
2208;1105;2021;6
2208;1108;2021;1
2208;1122;2021;3
2208;1125;2021;2
2208;1129;2021;2
2208;1136;2021;2
2208;1145;2021;5
2208;1146;2021;5
2208;1150;2021;2
2208;1158;2021;2
2208;1160;2021;2
2208;1164;2021;29
2208;1167;2021;1
2208;1180;2021;1
2208;1186;2021;1
2208;1188;2021;1
2208;1196;2021;1
2209;211;2021;1
2209;1103;2021;1
2209;1114;2021;1
2209;1120;2021;2
2209;1125;2021;2
2209;1128;2021;1
2209;1133;2021;1
2209;1135;2021;2
2209;1140;2021;39
2209;1141;2021;26
2209;1145;2021;12
2209;1146;2021;3
2209;1147;2021;2
2209;1149;2021;1
2209;1158;2021;3
2209;1160;2021;1
2209;1175;2021;4
2209;1180;2021;1
2209;1186;2021;82
2209;1192;2021;1
2209;1194;2021;1
2210;1145;2021;1
2210;1165;2021;2
2211;111;2021;1
2211;171;2021;2
2211;211;2021;2
2211;371;2021;1
2211;1103;2021;12
2211;1104;2021;3
2211;1107;2021;4
2211;1108;2021;1
2211;1110;2021;1
2211;1114;2021;6
2211;1117;2021;1
2211;1118;2021;4
2211;1120;2021;6
2211;1122;2021;4
2211;1124;2021;2
2211;1125;2021;1
2211;1127;2021;6
2211;1128;2021;1
2211;1129;2021;9
2211;1130;2021;1
2211;1132;2021;3
2211;1133;2021;1
2211;1134;2021;5
2211;1135;2021;1
2211;1136;2021;24
2211;1138;2021;2
2211;1140;2021;18
2211;1141;2021;7
2211;1142;2021;2
2211;1145;2021;111
2211;1146;2021;17
2211;1147;2021;7
2211;1150;2021;5
2211;1154;2021;1
2211;1157;2021;5
2211;1158;2021;3
2211;1160;2021;10
2211;1164;2021;7
2211;1165;2021;4
2211;1166;2021;1
2211;1167;2021;2
2211;1168;2021;1
2211;1169;2021;1
2211;1170;2021;2
2211;1173;2021;1
2211;1175;2021;2
2211;1178;2021;3
2211;1179;2021;2
2211;1180;2021;3
2211;1181;2021;1
2211;1182;2021;1
2211;1185;2021;1
2211;1190;2021;4
2211;1192;2021;1
2211;1194;2021;9
2211;1195;2021;1
2211;1196;2021;1
2215;171;2021;1
2215;371;2021;1
2215;1103;2021;6
2215;1104;2021;2
2215;1107;2021;1
2215;1108;2021;1
2215;1118;2021;1
2215;1120;2021;1
2215;1122;2021;7
2215;1127;2021;1
2215;1129;2021;2
2215;1132;2021;2
2215;1136;2021;7
2215;1142;2021;1
2215;1145;2021;12
2215;1146;2021;8
2215;1164;2021;18
2215;1165;2021;3
2215;1177;2021;1
2215;1180;2021;2
2215;1186;2021;1
2215;1187;2021;1
2216;1103;2021;6
2216;1108;2021;1
2216;1114;2021;1
2216;1118;2021;2
2216;1129;2021;1
2216;1146;2021;1
2216;1160;2021;2
2216;1180;2021;2
2217;1114;2021;10
2217;1118;2021;6
2217;1120;2021;3
2217;1124;2021;2
2217;1128;2021;1
2217;1129;2021;1
2217;1138;2021;3
2217;1146;2021;9
2217;1156;2021;2
2217;1160;2021;3
2217;1168;2021;9
2217;1170;2021;1
2217;1179;2021;1
2217;1180;2021;3
2217;1189;2021;2
2217;1192;2021;3
2217;1197;2021;1
2218;371;2021;4
2218;1103;2021;3
2218;1105;2021;1
2218;1114;2021;1
2218;1120;2021;1
2218;1124;2021;1
2218;1125;2021;2
2218;1127;2021;2
2218;1129;2021;2
2218;1136;2021;1
2218;1140;2021;2
2218;1145;2021;10
2218;1146;2021;7
2218;1150;2021;1
2218;1160;2021;1
2218;1161;2021;1
2218;1192;2021;19
2218;1197;2021;1
2219;1103;2021;6
2219;1104;2021;2
2219;1105;2021;1
2219;1107;2021;3
2219;1108;2021;11
2219;1114;2021;1
2219;1115;2021;2
2219;1117;2021;1
2219;1118;2021;5
2219;1122;2021;25
2219;1124;2021;1
2219;1127;2021;3
2219;1128;2021;2
2219;1129;2021;10
2219;1132;2021;3
2219;1133;2021;3
2219;1134;2021;2
2219;1136;2021;4
2219;1140;2021;13
2219;1141;2021;5
2219;1145;2021;20
2219;1146;2021;13
2219;1149;2021;1
2219;1152;2021;1
2219;1160;2021;4
2219;1164;2021;1
2219;1165;2021;5
2219;1167;2021;1
2219;1175;2021;12
2219;1178;2021;2
2219;1180;2021;3
2219;1188;2021;1
2219;1192;2021;2
2219;1194;2021;7
2220;1103;2021;2
2220;1107;2021;2
2220;1114;2021;1
2220;1117;2021;1
2220;1118;2021;1
2220;1141;2021;1
2220;1145;2021;4
2220;1146;2021;2
2220;1160;2021;1
2220;1169;2021;1
2220;1175;2021;1
2220;1178;2021;2
2221;1101;2021;1
2221;1103;2021;5
2221;1104;2021;1
2221;1118;2021;1
2221;1122;2021;1
2221;1124;2021;2
2221;1129;2021;1
2221;1140;2021;6
2221;1141;2021;1
2221;1145;2021;17
2221;1146;2021;7
2221;1149;2021;1
2221;1152;2021;1
2221;1158;2021;1
2221;1165;2021;3
2221;1166;2021;1
2221;1167;2021;2
2221;1170;2021;2
2221;1180;2021;2
2221;1188;2021;1
2221;1192;2021;2
2221;1194;2021;1
2221;1197;2021;1
2222;1103;2021;6
2222;1104;2021;1
2222;1115;2021;1
2222;1120;2021;1
2222;1129;2021;1
2222;1136;2021;1
2222;1140;2021;3
2222;1141;2021;1
2222;1145;2021;7
2222;1146;2021;6
2222;1147;2021;1
2222;1157;2021;5
2222;1161;2021;2
2222;1166;2021;1
2222;1167;2021;2
2222;1173;2021;1
2222;1175;2021;1
2222;1180;2021;1
2222;1186;2021;5
2222;1192;2021;1
2222;1194;2021;1
2223;1103;2021;1
2223;1104;2021;2
2223;1112;2021;3
2223;1114;2021;3
2223;1118;2021;4
2223;1122;2021;1
2223;1125;2021;1
2223;1128;2021;310
2223;1135;2021;1
2223;1136;2021;1
2223;1138;2021;35
2223;1141;2021;1
2223;1142;2021;2
2223;1145;2021;1
2223;1146;2021;4
2223;1157;2021;1
2223;1160;2021;1
2223;1178;2021;1
2223;1180;2021;3
2223;1187;2021;1
2223;1188;2021;77
2224;371;2021;1
2224;1101;2021;1
2224;1103;2021;1
2224;1104;2021;5
2224;1107;2021;5
2224;1114;2021;199
2224;1118;2021;3
2224;1120;2021;1
2224;1122;2021;3
2224;1128;2021;3
2224;1136;2021;1
2224;1138;2021;40
2224;1145;2021;1
2224;1146;2021;5
2224;1150;2021;2
2224;1160;2021;99
2224;1165;2021;16
2224;1169;2021;8
2224;1175;2021;1
2224;1180;2021;2
2224;1189;2021;2
2224;1192;2021;1
2225;1114;2021;2
2225;1120;2021;15
2225;1128;2021;2
2225;1134;2021;1
2225;1138;2021;2
2225;1160;2021;3
2225;1163;2021;6
2225;1165;2021;4
2225;1168;2021;19
2225;1180;2021;1
2225;1188;2021;2
2227;371;2021;1
2227;1104;2021;2
2227;1114;2021;3
2227;1118;2021;1
2227;1138;2021;2
2227;1169;2021;5
2227;1194;2021;1
2228;1114;2021;1
2228;1120;2021;2
2228;1122;2021;1
2228;1140;2021;1
2228;1189;2021;2
2229;211;2021;1
2229;1104;2021;1
2229;1114;2021;3
2229;1118;2021;1
2229;1163;2021;3
2229;1168;2021;5
2229;1178;2021;1
2229;1187;2021;1
2230;211;2021;3
2230;1101;2021;2
2230;1103;2021;21
2230;1104;2021;3
2230;1112;2021;1
2230;1114;2021;3
2230;1115;2021;6
2230;1117;2021;4
2230;1118;2021;3
2230;1119;2021;4
2230;1120;2021;6
2230;1122;2021;9
2230;1124;2021;2
2230;1127;2021;14
2230;1128;2021;13
2230;1129;2021;3
2230;1134;2021;3
2230;1135;2021;4
2230;1136;2021;3
2230;1137;2021;2
2230;1138;2021;3
2230;1140;2021;191
2230;1141;2021;133
2230;1142;2021;2
2230;1145;2021;46
2230;1146;2021;40
2230;1147;2021;2
2230;1149;2021;17
2230;1152;2021;1
2230;1153;2021;5
2230;1154;2021;1
2230;1156;2021;2
2230;1157;2021;5
2230;1158;2021;87
2230;1160;2021;3
2230;1161;2021;7
2230;1163;2021;2
2230;1165;2021;2
2230;1166;2021;2
2230;1167;2021;8
2230;1168;2021;1
2230;1169;2021;2
2230;1170;2021;3
2230;1175;2021;3
2230;1178;2021;5
2230;1179;2021;1
2230;1180;2021;8
2230;1182;2021;1
2230;1184;2021;1
2230;1186;2021;2
2230;1187;2021;2
2230;1188;2021;11
2230;1189;2021;1
2230;1190;2021;1
2230;1192;2021;5
2230;1195;2021;1
2230;1197;2021;1
2231;1118;2021;4
2231;1120;2021;7
2231;1125;2021;4
2231;1129;2021;1
2231;1135;2021;1
2231;1145;2021;1
2231;1160;2021;3
2231;1165;2021;2
2231;1166;2021;2
2231;1169;2021;1
2231;1180;2021;1
2231;1182;2021;1
2231;1183;2021;1
2232;1103;2021;2
2232;1104;2021;19
2232;1107;2021;2
2232;1108;2021;2
2232;1114;2021;1
2232;1115;2021;1
2232;1125;2021;1
2232;1127;2021;1
2232;1128;2021;3
2232;1135;2021;5
2232;1140;2021;1
2232;1146;2021;3
2232;1157;2021;1
2232;1163;2021;1
2232;1164;2021;5
2232;1165;2021;2
2232;1167;2021;2
2232;1168;2021;63
2232;1169;2021;1
2232;1176;2021;1
2232;1177;2021;4
2232;1189;2021;1
2233;1103;2021;3
2233;1107;2021;2
2233;1117;2021;1
2233;1120;2021;2
2233;1127;2021;3
2233;1134;2021;4
2233;1137;2021;1
2233;1140;2021;4
2233;1145;2021;6
2233;1146;2021;1
2233;1157;2021;1
2233;1158;2021;2
2233;1160;2021;1
2233;1163;2021;2
2233;1165;2021;1
2233;1178;2021;1
2233;1183;2021;2
2233;1190;2021;111
2234;1138;2021;1
2234;1146;2021;1
2234;1168;2021;1
2234;1189;2021;1
2235;1104;2021;2
2235;1118;2021;1
2235;1120;2021;1
2235;1136;2021;1
2235;1146;2021;1
2236;211;2021;2
2236;1104;2021;5
2236;1105;2021;28
2236;1108;2021;26
2236;1110;2021;1
2236;1118;2021;4
2236;1122;2021;4
2236;1125;2021;11
2236;1129;2021;4
2236;1133;2021;1
2236;1136;2021;5
2236;1140;2021;11
2236;1145;2021;59
2236;1146;2021;2
2236;1150;2021;1
2236;1157;2021;15
2236;1160;2021;3
2236;1164;2021;16
2236;1169;2021;3
2236;1176;2021;1
2236;1178;2021;1
2236;1180;2021;18
2236;1181;2021;7
2236;1188;2021;2
2236;1192;2021;1
2236;1194;2021;6
2250;111;2021;2
2250;171;2021;194
2250;211;2021;83
2250;271;2021;45
2250;371;2021;367
2250;1101;2021;414
2250;1103;2021;2279
2250;1104;2021;1097
2250;1105;2021;1097
2250;1107;2021;965
2250;1108;2021;2426
2250;1110;2021;82
2250;1112;2021;112
2250;1114;2021;2043
2250;1115;2021;133
2250;1117;2021;582
2250;1118;2021;1567
2250;1119;2021;43
2250;1120;2021;1556
2250;1122;2021;1238
2250;1124;2021;610
2250;1125;2021;1259
2250;1126;2021;40
2250;1127;2021;891
2250;1128;2021;993
2250;1129;2021;752
2250;1130;2021;146
2250;1132;2021;371
2250;1133;2021;272
2250;1134;2021;270
2250;1135;2021;1578
2250;1136;2021;749
2250;1137;2021;153
2250;1138;2021;597
2250;1140;2021;2180
2250;1141;2021;715
2250;1142;2021;238
2250;1144;2021;6
2250;1145;2021;3041
2250;1146;2021;3343
2250;1147;2021;184
2250;1149;2021;580
2250;1150;2021;443
2250;1152;2021;331
2250;1153;2021;675
2250;1154;2021;122
2250;1156;2021;553
2250;1157;2021;515
2250;1158;2021;902
2250;1160;2021;1984
2250;1161;2021;135
2250;1163;2021;337
2250;1164;2021;759
2250;1165;2021;1222
2250;1166;2021;1537
2250;1167;2021;249
2250;1168;2021;2196
2250;1169;2021;830
2250;1170;2021;1259
2250;1173;2021;443
2250;1175;2021;614
2250;1176;2021;457
2250;1177;2021;87
2250;1178;2021;188
2250;1179;2021;947
2250;1180;2021;2603
2250;1181;2021;393
2250;1182;2021;172
2250;1183;2021;1385
2250;1184;2021;38
2250;1185;2021;12
2250;1186;2021;270
2250;1187;2021;117
2250;1188;2021;614
2250;1189;2021;1062
2250;1190;2021;324
2250;1191;2021;46
2250;1192;2021;1080
2250;1193;2021;5
2250;1194;2021;411
2250;1195;2021;62
2250;1196;2021;94
2250;1197;2021;938
2250;1198;2021;25
2250;1199;2021;3
111;2004;2022;40
111;2014;2022;23
111;2021;2022;47
111;2038;2022;2
111;2065;2022;1
111;2081;2022;6
111;2088;2022;10
111;2127;2022;7
111;2189;2022;169
111;2200;2022;1
111;2202;2022;32
111;2203;2022;37
111;2250;2022;4
171;2002;2022;2
171;2003;2022;1
171;2004;2022;1378
171;2014;2022;279
171;2018;2022;1
171;2021;2022;234
171;2026;2022;4
171;2028;2022;1
171;2029;2022;2
171;2038;2022;3
171;2051;2022;6
171;2059;2022;50
171;2065;2022;2
171;2075;2022;1
171;2077;2022;1
171;2080;2022;3
171;2081;2022;1192
171;2084;2022;1
171;2087;2022;3
171;2088;2022;1668
171;2089;2022;3
171;2090;2022;5
171;2096;2022;1
171;2102;2022;6
171;2107;2022;5
171;2126;2022;1
171;2127;2022;246
171;2133;2022;1
171;2135;2022;1
171;2137;2022;1
171;2143;2022;1
171;2156;2022;1
171;2164;2022;1
171;2170;2022;2
171;2173;2022;2
171;2176;2022;4
171;2178;2022;1
171;2179;2022;1
171;2181;2022;1
171;2182;2022;3
171;2189;2022;4551
171;2190;2022;7
171;2193;2022;2
171;2198;2022;2
171;2199;2022;15
171;2200;2022;9
171;2201;2022;1
171;2202;2022;528
171;2203;2022;2162
171;2209;2022;2
171;2211;2022;1
171;2219;2022;1
171;2222;2022;1
171;2230;2022;2
171;2250;2022;150
211;2004;2022;165
211;2014;2022;37
211;2021;2022;30
211;2024;2022;1
211;2025;2022;1
211;2026;2022;2
211;2046;2022;5
211;2051;2022;7
211;2059;2022;16
211;2065;2022;5
211;2066;2022;6
211;2068;2022;5
211;2069;2022;2
211;2070;2022;3
211;2071;2022;1
211;2077;2022;1
211;2078;2022;1
211;2079;2022;2
211;2081;2022;32
211;2088;2022;22
211;2090;2022;7
211;2093;2022;2
211;2102;2022;1
211;2127;2022;21
211;2135;2022;28
211;2142;2022;1
211;2159;2022;2
211;2167;2022;1
211;2176;2022;1
211;2178;2022;6
211;2185;2022;1
211;2189;2022;459
211;2193;2022;4
211;2198;2022;1
211;2199;2022;163
211;2200;2022;1
211;2202;2022;302
211;2203;2022;222
211;2209;2022;2
211;2229;2022;2
211;2230;2022;1
211;2236;2022;5
211;2250;2022;124
271;2004;2022;432
271;2014;2022;105
271;2021;2022;227
271;2026;2022;1
271;2051;2022;5
271;2058;2022;1
271;2059;2022;12
271;2065;2022;1
271;2081;2022;211
271;2088;2022;302
271;2101;2022;1
271;2127;2022;148
271;2189;2022;468
271;2193;2022;1
271;2198;2022;1
271;2199;2022;1
271;2200;2022;5
271;2202;2022;111
271;2203;2022;1276
271;2209;2022;1
271;2233;2022;1
271;2250;2022;30
371;2001;2022;1
371;2004;2022;456
371;2006;2022;4
371;2009;2022;7
371;2014;2022;681
371;2016;2022;18
371;2021;2022;86
371;2024;2022;5
371;2026;2022;8
371;2028;2022;3
371;2030;2022;4
371;2038;2022;3
371;2041;2022;27
371;2042;2022;2
371;2046;2022;35
371;2049;2022;19
371;2050;2022;2
371;2051;2022;44
371;2059;2022;36
371;2065;2022;52
371;2066;2022;8
371;2068;2022;1
371;2069;2022;1
371;2070;2022;36
371;2071;2022;3
371;2072;2022;2
371;2073;2022;4
371;2074;2022;1
371;2078;2022;3
371;2079;2022;6
371;2081;2022;2376
371;2082;2022;8
371;2083;2022;5
371;2088;2022;924
371;2090;2022;10
371;2091;2022;58
371;2093;2022;11
371;2095;2022;1
371;2096;2022;2
371;2098;2022;7
371;2099;2022;1
371;2101;2022;24
371;2102;2022;1
371;2106;2022;1
371;2107;2022;1
371;2121;2022;2
371;2126;2022;16
371;2127;2022;42
371;2129;2022;1
371;2132;2022;2
371;2134;2022;10
371;2135;2022;7
371;2138;2022;8
371;2152;2022;11
371;2160;2022;1
371;2168;2022;13
371;2173;2022;2
371;2176;2022;12
371;2178;2022;29
371;2181;2022;1
371;2182;2022;3
371;2185;2022;2
371;2189;2022;1211
371;2190;2022;9
371;2192;2022;4
371;2197;2022;1
371;2199;2022;20
371;2200;2022;64
371;2202;2022;473
371;2203;2022;664
371;2211;2022;5
371;2218;2022;1
371;2223;2022;1
371;2224;2022;3
371;2227;2022;1
371;2228;2022;1
371;2230;2022;2
371;2231;2022;1
371;2236;2022;1
371;2250;2022;679
1101;2001;2022;2
1101;2002;2022;1
1101;2004;2022;416
1101;2006;2022;3
1101;2014;2022;593
1101;2016;2022;48
1101;2021;2022;38
1101;2022;2022;2
1101;2023;2022;1
1101;2029;2022;1
1101;2038;2022;27
1101;2041;2022;61
1101;2051;2022;166
1101;2058;2022;3
1101;2059;2022;22
1101;2065;2022;26
1101;2066;2022;1
1101;2070;2022;11
1101;2072;2022;2
1101;2073;2022;28
1101;2074;2022;5
1101;2077;2022;2
1101;2078;2022;26
1101;2081;2022;4080
1101;2084;2022;2
1101;2088;2022;325
1101;2090;2022;149
1101;2091;2022;1
1101;2097;2022;2
1101;2101;2022;3
1101;2102;2022;4
1101;2105;2022;3
1101;2107;2022;9
1101;2121;2022;2
1101;2127;2022;27
1101;2129;2022;18
1101;2135;2022;4
1101;2150;2022;2
1101;2157;2022;1
1101;2159;2022;33
1101;2164;2022;1
1101;2176;2022;3
1101;2177;2022;3
1101;2178;2022;3
1101;2182;2022;7
1101;2184;2022;2
1101;2189;2022;3719
1101;2199;2022;20
1101;2200;2022;5
1101;2202;2022;1359
1101;2203;2022;241
1101;2216;2022;1
1101;2219;2022;4
1101;2221;2022;1
1101;2222;2022;1
1101;2223;2022;2
1101;2224;2022;1
1101;2230;2022;3
1101;2231;2022;2
1101;2250;2022;710
1103;2001;2022;448
1103;2002;2022;2
1103;2003;2022;5
1103;2004;2022;570
1103;2006;2022;4
1103;2007;2022;1
1103;2014;2022;6395
1103;2016;2022;136
1103;2021;2022;651
1103;2023;2022;2
1103;2026;2022;16
1103;2027;2022;1
1103;2028;2022;11
1103;2030;2022;2
1103;2032;2022;1
1103;2037;2022;1
1103;2041;2022;41
1103;2045;2022;1
1103;2049;2022;2
1103;2051;2022;147
1103;2058;2022;66
1103;2059;2022;422
1103;2060;2022;2
1103;2061;2022;1
1103;2065;2022;18
1103;2069;2022;16
1103;2070;2022;7
1103;2071;2022;1
1103;2072;2022;5
1103;2073;2022;7
1103;2074;2022;4
1103;2077;2022;2
1103;2078;2022;12
1103;2079;2022;4
1103;2081;2022;2450
1103;2083;2022;4
1103;2084;2022;6
1103;2087;2022;2
1103;2088;2022;657
1103;2090;2022;55
1103;2091;2022;1
1103;2093;2022;1
1103;2098;2022;3
1103;2100;2022;1
1103;2102;2022;41
1103;2105;2022;9
1103;2107;2022;19
1103;2127;2022;526
1103;2129;2022;2
1103;2133;2022;1
1103;2134;2022;1
1103;2135;2022;20
1103;2137;2022;2
1103;2142;2022;4
1103;2150;2022;1
1103;2152;2022;11
1103;2157;2022;4
1103;2159;2022;2
1103;2163;2022;1
1103;2164;2022;1
1103;2170;2022;5
1103;2176;2022;127
1103;2178;2022;21
1103;2179;2022;4
1103;2180;2022;2
1103;2181;2022;9
1103;2182;2022;9
1103;2185;2022;1
1103;2189;2022;1071
1103;2190;2022;4
1103;2198;2022;3
1103;2199;2022;125
1103;2200;2022;82
1103;2202;2022;1234
1103;2203;2022;9316
1103;2208;2022;2
1103;2209;2022;2
1103;2210;2022;1
1103;2211;2022;8
1103;2215;2022;2
1103;2218;2022;3
1103;2219;2022;8
1103;2220;2022;6
1103;2221;2022;4
1103;2222;2022;4
1103;2224;2022;1
1103;2230;2022;20
1103;2232;2022;1
1103;2233;2022;1
1103;2250;2022;1910
1104;2001;2022;2
1104;2004;2022;1818
1104;2006;2022;3
1104;2013;2022;3
1104;2014;2022;1916
1104;2016;2022;7
1104;2021;2022;222
1104;2026;2022;6
1104;2027;2022;2
1104;2028;2022;1
1104;2030;2022;11
1104;2033;2022;1
1104;2037;2022;4
1104;2038;2022;3
1104;2041;2022;45
1104;2046;2022;5
1104;2049;2022;66
1104;2051;2022;55
1104;2058;2022;4
1104;2059;2022;158
1104;2062;2022;1
1104;2065;2022;17
1104;2068;2022;2
1104;2069;2022;12
1104;2070;2022;11
1104;2072;2022;1
1104;2073;2022;56
1104;2074;2022;7
1104;2077;2022;7
1104;2078;2022;4
1104;2079;2022;5
1104;2081;2022;1408
1104;2083;2022;7
1104;2084;2022;5
1104;2087;2022;1
1104;2088;2022;6088
1104;2090;2022;920
1104;2091;2022;3
1104;2093;2022;1
1104;2094;2022;1
1104;2095;2022;2
1104;2096;2022;5
1104;2098;2022;1
1104;2099;2022;2
1104;2101;2022;3
1104;2102;2022;12
1104;2107;2022;11
1104;2109;2022;1
1104;2121;2022;2
1104;2124;2022;2
1104;2127;2022;97
1104;2129;2022;4
1104;2134;2022;1
1104;2135;2022;10
1104;2137;2022;1
1104;2143;2022;1
1104;2150;2022;3
1104;2152;2022;2
1104;2157;2022;5
1104;2159;2022;5
1104;2164;2022;1
1104;2176;2022;13
1104;2177;2022;2
1104;2178;2022;14
1104;2181;2022;3
1104;2182;2022;41
1104;2184;2022;3
1104;2189;2022;5859
1104;2190;2022;5
1104;2191;2022;1
1104;2195;2022;8
1104;2198;2022;5
1104;2199;2022;8
1104;2200;2022;25
1104;2201;2022;10
1104;2202;2022;887
1104;2203;2022;1110
1104;2208;2022;1
1104;2209;2022;2
1104;2211;2022;5
1104;2215;2022;1
1104;2219;2022;2
1104;2221;2022;2
1104;2223;2022;3
1104;2224;2022;7
1104;2227;2022;1
1104;2229;2022;2
1104;2230;2022;1
1104;2232;2022;20
1104;2235;2022;4
1104;2236;2022;10
1104;2250;2022;1702
1105;2002;2022;5
1105;2004;2022;347
1105;2013;2022;1
1105;2014;2022;960
1105;2015;2022;1
1105;2016;2022;5
1105;2021;2022;108
1105;2023;2022;1
1105;2030;2022;11
1105;2041;2022;473
1105;2051;2022;8
1105;2058;2022;1
1105;2059;2022;18
1105;2064;2022;2
1105;2065;2022;4
1105;2068;2022;1
1105;2069;2022;1
1105;2070;2022;213
1105;2071;2022;34
1105;2072;2022;2
1105;2074;2022;3
1105;2077;2022;1
1105;2078;2022;6
1105;2081;2022;226
1105;2082;2022;1
1105;2083;2022;1
1105;2084;2022;1
1105;2088;2022;3375
1105;2090;2022;1872
1105;2095;2022;4
1105;2096;2022;164
1105;2101;2022;20
1105;2102;2022;3
1105;2107;2022;1
1105;2116;2022;3
1105;2127;2022;27
1105;2129;2022;3
1105;2132;2022;1
1105;2133;2022;1
1105;2135;2022;1
1105;2137;2022;1
1105;2140;2022;1
1105;2150;2022;2
1105;2159;2022;2
1105;2164;2022;1
1105;2176;2022;1
1105;2177;2022;2
1105;2178;2022;6
1105;2181;2022;7
1105;2182;2022;7
1105;2189;2022;1085
1105;2190;2022;16
1105;2199;2022;18
1105;2200;2022;23
1105;2202;2022;4130
1105;2203;2022;537
1105;2205;2022;1
1105;2208;2022;6
1105;2211;2022;1
1105;2218;2022;1
1105;2222;2022;1
1105;2224;2022;1
1105;2225;2022;1
1105;2232;2022;7
1105;2236;2022;68
1105;2250;2022;3023
1107;2001;2022;14
1107;2002;2022;1
1107;2004;2022;1532
1107;2005;2022;1
1107;2006;2022;1
1107;2009;2022;2
1107;2014;2022;3756
1107;2016;2022;214
1107;2018;2022;3
1107;2021;2022;117
1107;2023;2022;2
1107;2024;2022;4
1107;2026;2022;5
1107;2028;2022;1
1107;2030;2022;1
1107;2041;2022;180
1107;2042;2022;9
1107;2043;2022;1
1107;2046;2022;1
1107;2049;2022;6
1107;2051;2022;43
1107;2054;2022;2
1107;2058;2022;32
1107;2059;2022;379
1107;2065;2022;163
1107;2066;2022;2
1107;2068;2022;3
1107;2069;2022;17
1107;2070;2022;75
1107;2072;2022;11
1107;2073;2022;34
1107;2074;2022;5
1107;2077;2022;1
1107;2078;2022;6
1107;2079;2022;3
1107;2081;2022;411
